Y_pestis_Yp4003	Y_pestis_CO92	Similarity_Y_pestis_Yp4003.to.Y_pestis_CO92	Similarity_Y_pestis_CO92.to.Y_pestis_Yp4003
Yp4003_02609	gnl|YPES214092|GKDD-3948-MONOMER	100.0	100.0
Yp4003_02610	gnl|YPES214092|GKDD-3949-MONOMER	100.0	100.0
Yp4003_02612	gnl|YPES214092|GKDD-3951-MONOMER	100.0	100.0
Yp4003_02594	gnl|YPES214092|GKDD-1195-MONOMER	100.0	100.0
Yp4003_02613	gnl|YPES214092|GKDD-3952-MONOMER	100.0	100.0
Yp4003_02614	gnl|YPES214092|GKDD-3953-MONOMER	100.0	100.0
Yp4003_02615	gnl|YPES214092|GKDD-3954-MONOMER	100.0	100.0
Yp4003_02616	gnl|YPES214092|GKDD-3955-MONOMER	100.0	100.0
Yp4003_02617	gnl|YPES214092|GKDD-3956-MONOMER	100.0	100.0
Yp4003_02618	gnl|YPES214092|GKDD-3957-MONOMER	100.0	100.0
Yp4003_02619	gnl|YPES214092|GKDD-3958-MONOMER	100.0	100.0
Yp4003_02620	gnl|YPES214092|GKDD-3959-MONOMER	100.0	100.0
Yp4003_02621	gnl|YPES214092|GKDD-3960-MONOMER	100.0	100.0
Yp4003_02622	gnl|YPES214092|GKDD-3961-MONOMER	100.0	100.0
Yp4003_02623	gnl|YPES214092|GKDD-3962-MONOMER	100.0	100.0
Yp4003_02624	gnl|YPES214092|GKDD-3963-MONOMER	100.0	100.0
Yp4003_02595	gnl|YPES214092|GKDD-1196-MONOMER	100.0	100.0
Yp4003_02592	gnl|YPES214092|GKDD-1194-MONOMER	100.0	100.0
Yp4003_02688	gnl|YPES214092|GKDD-3136-MONOMER	100.0	100.0
Yp4003_02576	gnl|YPES214092|GKDD-1179-MONOMER	100.0	100.0
Yp4003_02562	gnl|YPES214092|GKDD-1166-MONOMER	100.0	100.0
Yp4003_02563	gnl|YPES214092|GKDD-1167-MONOMER	100.0	100.0
Yp4003_02564	gnl|YPES214092|GKDD-1168-MONOMER	100.0	100.0
Yp4003_02566	gnl|YPES214092|GKDD-1169-MONOMER	100.0	100.0
Yp4003_02567	gnl|YPES214092|GKDD-1170-MONOMER	100.0	100.0
Yp4003_02568	gnl|YPES214092|GKDD-1171-MONOMER	100.0	100.0
Yp4003_02569	gnl|YPES214092|GKDD-1172-MONOMER	100.0	100.0
Yp4003_02570	gnl|YPES214092|GKDD-1173-MONOMER	100.0	100.0
Yp4003_02572	gnl|YPES214092|GKDD-1175-MONOMER	100.0	100.0
Yp4003_02573	gnl|YPES214092|GKDD-1176-MONOMER	100.0	100.0
Yp4003_02574	gnl|YPES214092|GKDD-1177-MONOMER	100.0	100.0
Yp4003_02575	gnl|YPES214092|GKDD-1178-MONOMER	100.0	100.0
Yp4003_02577	gnl|YPES214092|GKDD-1180-MONOMER	100.0	100.0
Yp4003_02591	gnl|YPES214092|GKDD-1193-MONOMER	100.0	100.0
Yp4003_02578	gnl|YPES214092|GKDD-1181-MONOMER	100.0	100.0
Yp4003_02579	gnl|YPES214092|GKDD-1182-MONOMER	100.0	100.0
Yp4003_02580	gnl|YPES214092|GKDD-1183-MONOMER	100.0	100.0
Yp4003_02581	gnl|YPES214092|GKDD-1184-MONOMER	100.0	100.0
Yp4003_02582	gnl|YPES214092|GKDD-1185-MONOMER	100.0	100.0
Yp4003_02583	gnl|YPES214092|GKDD-1186-MONOMER	100.0	100.0
Yp4003_02584	gnl|YPES214092|GKDD-1187-MONOMER	100.0	100.0
Yp4003_02585	gnl|YPES214092|GKDD-1188-MONOMER	100.0	100.0
Yp4003_02586	gnl|YPES214092|GKDD-1189-MONOMER	100.0	100.0
Yp4003_02587	gnl|YPES214092|GKDD-1190-MONOMER	100.0	100.0
Yp4003_02588	gnl|YPES214092|GKDD-1191-MONOMER	100.0	100.0
Yp4003_02589	gnl|YPES214092|GKDD-1192-MONOMER	100.0	100.0
Yp4003_02625	gnl|YPES214092|GKDD-3964-MONOMER	100.0	100.0
Yp4003_02626	gnl|YPES214092|GKDD-3965-MONOMER	100.0	100.0
Yp4003_02627	gnl|YPES214092|GKDD-3966-MONOMER	100.0	100.0
Yp4003_02674	gnl|YPES214092|GKDD-3150-MONOMER	100.0	100.0
Yp4003_02662	gnl|YPES214092|GKDD-1557-MONOMER	100.0	100.0
Yp4003_02663	gnl|YPES214092|GKDD-1556-MONOMER	100.0	100.0
Yp4003_02664	gnl|YPES214092|GKDD-1555-MONOMER	100.0	100.0
Yp4003_02665	gnl|YPES214092|GKDD-1554-MONOMER	100.0	100.0
Yp4003_02666	gnl|YPES214092|GKDD-1553-MONOMER	100.0	100.0
Yp4003_02667	gnl|YPES214092|GKDD-1552-MONOMER	100.0	100.0
Yp4003_02668	gnl|YPES214092|GKDD-1551-MONOMER	100.0	100.0
Yp4003_02669	gnl|YPES214092|GKDD-1550-MONOMER	100.0	100.0
Yp4003_02670	gnl|YPES214092|GKDD-1549-MONOMER	100.0	100.0
Yp4003_02671	gnl|YPES214092|GKDD-3153-MONOMER	100.0	100.0
Yp4003_02672	gnl|YPES214092|GKDD-3152-MONOMER	100.0	100.0
Yp4003_02673	gnl|YPES214092|GKDD-3151-MONOMER	100.0	100.0
Yp4003_02675	gnl|YPES214092|GKDD-3149-MONOMER	100.0	100.0
Yp4003_02628	gnl|YPES214092|GKDD-3967-MONOMER	100.0	100.0
Yp4003_02676	gnl|YPES214092|GKDD-3148-MONOMER	100.0	100.0
Yp4003_02677	gnl|YPES214092|GKDD-3147-MONOMER	100.0	100.0
Yp4003_02678	gnl|YPES214092|GKDD-3146-MONOMER	100.0	100.0
Yp4003_02679	gnl|YPES214092|GKDD-3145-MONOMER	100.0	100.0
Yp4003_02680	gnl|YPES214092|GKDD-3144-MONOMER	100.0	100.0
Yp4003_02681	gnl|YPES214092|GKDD-3143-MONOMER	100.0	100.0
Yp4003_02682	gnl|YPES214092|GKDD-3142-MONOMER	100.0	100.0
Yp4003_02683	gnl|YPES214092|GKDD-3141-MONOMER	100.0	100.0
Yp4003_02684	gnl|YPES214092|GKDD-3140-MONOMER	100.0	100.0
Yp4003_02685	gnl|YPES214092|GKDD-3139-MONOMER	100.0	100.0
Yp4003_02686	gnl|YPES214092|GKDD-3138-MONOMER	100.0	100.0
Yp4003_02687	gnl|YPES214092|GKDD-3137-MONOMER	100.0	100.0
Yp4003_02661	gnl|YPES214092|GKDD-1558-MONOMER	100.0	100.0
Yp4003_02660	gnl|YPES214092|GKDD-1559-MONOMER	100.0	100.0
Yp4003_02659	gnl|YPES214092|GKDD-1560-MONOMER	100.0	100.0
Yp4003_02658	gnl|YPES214092|GKDD-1561-MONOMER	100.0	100.0
Yp4003_02629	gnl|YPES214092|GKDD-3968-MONOMER	100.0	100.0
Yp4003_02630	gnl|YPES214092|GKDD-3969-MONOMER	100.0	100.0
Yp4003_02631	gnl|YPES214092|GKDD-3970-MONOMER	100.0	100.0
Yp4003_02632	gnl|YPES214092|GKDD-3971-MONOMER	100.0	100.0
Yp4003_02633	gnl|YPES214092|GKDD-3972-MONOMER	100.0	100.0
Yp4003_02634	gnl|YPES214092|GKDD-3973-MONOMER	100.0	100.0
Yp4003_02635	gnl|YPES214092|GKDD-3974-MONOMER	100.0	100.0
Yp4003_02636	gnl|YPES214092|GKDD-3976-MONOMER	100.0	100.0
Yp4003_02637	gnl|YPES214092|GKDD-3977-MONOMER	100.0	100.0
Yp4003_02638	gnl|YPES214092|GKDD-3978-MONOMER	100.0	100.0
Yp4003_02640	gnl|YPES214092|GKDD-1577-MONOMER	100.0	100.0
Yp4003_02643	gnl|YPES214092|GKDD-1575-MONOMER	100.0	100.0
Yp4003_02644	gnl|YPES214092|GKDD-1574-MONOMER	100.0	100.0
Yp4003_02645	gnl|YPES214092|GKDD-1573-MONOMER	100.0	100.0
Yp4003_02646	gnl|YPES214092|GKDD-1572-MONOMER	100.0	100.0
Yp4003_02648	gnl|YPES214092|GKDD-1571-MONOMER	100.0	100.0
Yp4003_02649	gnl|YPES214092|GKDD-1570-MONOMER	100.0	100.0
Yp4003_02650	gnl|YPES214092|GKDD-1569-MONOMER	100.0	100.0
Yp4003_02651	gnl|YPES214092|GKDD-1568-MONOMER	100.0	100.0
Yp4003_02652	gnl|YPES214092|GKDD-1567-MONOMER	100.0	100.0
Yp4003_02653	gnl|YPES214092|GKDD-1566-MONOMER	100.0	100.0
Yp4003_02654	gnl|YPES214092|GKDD-1565-MONOMER	100.0	100.0
Yp4003_02655	gnl|YPES214092|GKDD-1564-MONOMER	100.0	100.0
Yp4003_02656	gnl|YPES214092|GKDD-1563-MONOMER	100.0	100.0
Yp4003_02657	gnl|YPES214092|GKDD-1562-MONOMER	100.0	100.0
Yp4003_03305	gnl|YPES214092|GKDD-531-MONOMER	100.0	100.0
Yp4003_03307	gnl|YPES214092|GKDD-533-MONOMER	100.0	100.0
Yp4003_02298	gnl|YPES214092|GKDD-1826-MONOMER	100.0	100.0
Yp4003_04068	gnl|YPES214092|GKDD-1801-MONOMER	100.0	100.0
Yp4003_04052	gnl|YPES214092|GKDD-2826-MONOMER	100.0	100.0
Yp4003_04053	gnl|YPES214092|GKDD-2827-MONOMER	100.0	100.0
Yp4003_04054	gnl|YPES214092|GKDD-2828-MONOMER	100.0	100.0
Yp4003_04055	gnl|YPES214092|GKDD-2829-MONOMER	100.0	100.0
Yp4003_04056	gnl|YPES214092|GKDD-2830-MONOMER	100.0	100.0
Yp4003_04057	gnl|YPES214092|GKDD-2831-MONOMER	100.0	100.0
Yp4003_04058	gnl|YPES214092|GKDD-2832-MONOMER	100.0	100.0
Yp4003_04059	gnl|YPES214092|GKDD-2833-MONOMER	100.0	100.0
Yp4003_04060	gnl|YPES214092|GKDD-2834-MONOMER	100.0	100.0
Yp4003_04061	gnl|YPES214092|GKDD-2835-MONOMER	100.0	100.0
Yp4003_04064	gnl|YPES214092|GKDD-1799-MONOMER	100.0	100.0
Yp4003_04065	gnl|YPES214092|GKDD-1800-MONOMER	100.0	100.0
Yp4003_04069	gnl|YPES214092|GKDD-1802-MONOMER	100.0	100.0
Yp4003_04048	gnl|YPES214092|GKDD-1085-MONOMER	100.0	100.0
Yp4003_04070	gnl|YPES214092|GKDD-1803-MONOMER	100.0	100.0
Yp4003_04071	gnl|YPES214092|GKDD-1804-MONOMER	100.0	100.0
Yp4003_04072	gnl|YPES214092|GKDD-1805-MONOMER	100.0	100.0
Yp4003_04075	gnl|YPES214092|GKDD-1806-MONOMER	100.0	100.0
Yp4003_04076	gnl|YPES214092|GKDD-3640-MONOMER	100.0	100.0
Yp4003_04077	gnl|YPES214092|GKDD-3641-MONOMER	100.0	100.0
Yp4003_04078	gnl|YPES214092|GKDD-3642-MONOMER	100.0	100.0
Yp4003_04080	gnl|YPES214092|GKDD-3645-MONOMER	100.0	100.0
Yp4003_04081	gnl|YPES214092|GKDD-3646-MONOMER	100.0	100.0
Yp4003_04082	gnl|YPES214092|GKDD-3647-MONOMER	100.0	100.0
Yp4003_04083	gnl|YPES214092|GKDD-3648-MONOMER	100.0	100.0
Yp4003_04084	gnl|YPES214092|GKDD-3649-MONOMER	100.0	100.0
Yp4003_04049	gnl|YPES214092|GKDD-1086-MONOMER	100.0	100.0
Yp4003_04047	gnl|YPES214092|GKDD-1084-MONOMER	100.0	100.0
Yp4003_04005	gnl|YPES214092|GKDD-2664-MONOMER	100.0	100.0
Yp4003_04025	gnl|YPES214092|GKDD-2660-MONOMER	100.0	100.0
Yp4003_04008	gnl|YPES214092|GKDD-2667-MONOMER	100.0	100.0
Yp4003_04009	gnl|YPES214092|GKDD-2668-MONOMER	100.0	100.0
Yp4003_04010	gnl|YPES214092|GKDD-2669-MONOMER	100.0	100.0
Yp4003_04013	gnl|YPES214092|GKDD-2670-MONOMER	100.0	100.0
Yp4003_04017	gnl|YPES214092|GKDD-2674-MONOMER	100.0	100.0
Yp4003_04018	gnl|YPES214092|GKDD-2675-MONOMER	100.0	100.0
Yp4003_04019	gnl|YPES214092|GKDD-2654-MONOMER	100.0	100.0
Yp4003_04020	gnl|YPES214092|GKDD-2655-MONOMER	100.0	100.0
Yp4003_04021	gnl|YPES214092|GKDD-2656-MONOMER	100.0	100.0
Yp4003_04022	gnl|YPES214092|GKDD-2657-MONOMER	100.0	100.0
Yp4003_04023	gnl|YPES214092|GKDD-2658-MONOMER	100.0	100.0
Yp4003_04024	gnl|YPES214092|GKDD-2659-MONOMER	100.0	100.0
Yp4003_04028	gnl|YPES214092|GKDD-1034-MONOMER	100.0	100.0
Yp4003_04045	gnl|YPES214092|GKDD-1083-MONOMER	100.0	100.0
Yp4003_04030	gnl|YPES214092|GKDD-1035-MONOMER	100.0	100.0
Yp4003_04031	gnl|YPES214092|GKDD-1036-MONOMER	100.0	100.0
Yp4003_04032	gnl|YPES214092|GKDD-1037-MONOMER	100.0	100.0
Yp4003_04034	gnl|YPES214092|GKDD-1038-MONOMER	100.0	100.0
Yp4003_04035	gnl|YPES214092|GKDD-1039-MONOMER	100.0	100.0
Yp4003_04036	gnl|YPES214092|GKDD-1040-MONOMER	100.0	100.0
Yp4003_04037	gnl|YPES214092|GKDD-1041-MONOMER	100.0	100.0
Yp4003_04038	gnl|YPES214092|GKDD-1077-MONOMER	100.0	100.0
Yp4003_04039	gnl|YPES214092|GKDD-1078-MONOMER	100.0	100.0
Yp4003_04042	gnl|YPES214092|GKDD-1080-MONOMER	100.0	100.0
Yp4003_04043	gnl|YPES214092|GKDD-1081-MONOMER	100.0	100.0
Yp4003_04044	gnl|YPES214092|GKDD-1082-MONOMER	100.0	100.0
Yp4003_04087	gnl|YPES214092|GKDD-2645-MONOMER	100.0	100.0
Yp4003_04090	gnl|YPES214092|GKDD-2646-MONOMER	100.0	100.0
Yp4003_04091	gnl|YPES214092|GKDD-2647-MONOMER	100.0	100.0
Yp4003_04144	gnl|YPES214092|GKDD-1994-MONOMER	100.0	100.0
Yp4003_04128	gnl|YPES214092|GKDD-1022-MONOMER	100.0	100.0
Yp4003_04130	gnl|YPES214092|GKDD-1983-MONOMER	100.0	100.0
Yp4003_04131	gnl|YPES214092|GKDD-1984-MONOMER	100.0	100.0
Yp4003_04132	gnl|YPES214092|GKDD-1985-MONOMER	100.0	100.0
Yp4003_04133	gnl|YPES214092|GKDD-1986-MONOMER	100.0	100.0
Yp4003_04134	gnl|YPES214092|GKDD-1987-MONOMER	100.0	100.0
Yp4003_04135	gnl|YPES214092|GKDD-1988-MONOMER	100.0	100.0
Yp4003_04137	gnl|YPES214092|GKDD-1989-MONOMER	100.0	100.0
Yp4003_04138	gnl|YPES214092|GKDD-1990-MONOMER	100.0	100.0
Yp4003_04140	gnl|YPES214092|GKDD-1991-MONOMER	100.0	100.0
Yp4003_04141	gnl|YPES214092|GKDD-1992-MONOMER	100.0	100.0
Yp4003_04143	gnl|YPES214092|GKDD-1993-MONOMER	100.0	100.0
Yp4003_04145	gnl|YPES214092|GKDD-1995-MONOMER	100.0	100.0
Yp4003_04092	gnl|YPES214092|GKDD-2648-MONOMER	100.0	100.0
Yp4003_04147	gnl|YPES214092|GKDD-459-MONOMER	100.0	100.0
Yp4003_04148	gnl|YPES214092|GKDD-460-MONOMER	100.0	100.0
Yp4003_04149	gnl|YPES214092|GKDD-461-MONOMER	100.0	100.0
Yp4003_04150	gnl|YPES214092|GKDD-462-MONOMER	100.0	100.0
Yp4003_04151	gnl|YPES214092|GKDD-463-MONOMER	100.0	100.0
Yp4003_04152	gnl|YPES214092|GKDD-464-MONOMER	100.0	100.0
Yp4003_04153	gnl|YPES214092|GKDD-465-MONOMER	100.0	100.0
Yp4003_04154	gnl|YPES214092|GKDD-1042-MONOMER	100.0	100.0
Yp4003_04154	gnl|YPES214092|GKDD-1106-MONOMER	100.0	100.0
Yp4003_04154	gnl|YPES214092|GKDD-1115-MONOMER	100.0	100.0
Yp4003_04154	gnl|YPES214092|GKDD-1162-MONOMER	100.0	100.0
Yp4003_04154	gnl|YPES214092|GKDD-1202-MONOMER	100.0	100.0
Yp4003_04127	gnl|YPES214092|GKDD-1023-MONOMER	100.0	100.0
Yp4003_04126	gnl|YPES214092|GKDD-1024-MONOMER	100.0	100.0
Yp4003_04125	gnl|YPES214092|GKDD-1025-MONOMER	100.0	100.0
Yp4003_04124	gnl|YPES214092|GKDD-1026-MONOMER	100.0	100.0
Yp4003_04093	gnl|YPES214092|GKDD-2649-MONOMER	100.0	100.0
Yp4003_04094	gnl|YPES214092|GKDD-2650-MONOMER	100.0	100.0
Yp4003_04095	gnl|YPES214092|GKDD-2651-MONOMER	100.0	100.0
Yp4003_04096	gnl|YPES214092|GKDD-2652-MONOMER	100.0	100.0
Yp4003_04099	gnl|YPES214092|GKDD-3602-MONOMER	100.0	100.0
Yp4003_04100	gnl|YPES214092|GKDD-3601-MONOMER	100.0	100.0
Yp4003_04101	gnl|YPES214092|GKDD-3600-MONOMER	100.0	100.0
Yp4003_04102	gnl|YPES214092|GKDD-3599-MONOMER	100.0	100.0
Yp4003_04103	gnl|YPES214092|GKDD-3598-MONOMER	100.0	100.0
Yp4003_04104	gnl|YPES214092|GKDD-3597-MONOMER	100.0	100.0
Yp4003_04105	gnl|YPES214092|GKDD-3596-MONOMER	100.0	100.0
Yp4003_04107	gnl|YPES214092|GKDD-2898-MONOMER	100.0	100.0
Yp4003_04108	gnl|YPES214092|GKDD-2899-MONOMER	100.0	100.0
Yp4003_04109	gnl|YPES214092|GKDD-2900-MONOMER	100.0	100.0
Yp4003_04110	gnl|YPES214092|GKDD-2901-MONOMER	100.0	100.0
Yp4003_04111	gnl|YPES214092|GKDD-2902-MONOMER	100.0	100.0
Yp4003_04112	gnl|YPES214092|GKDD-2903-MONOMER	100.0	100.0
Yp4003_04113	gnl|YPES214092|GKDD-2905-MONOMER	100.0	100.0
Yp4003_04114	gnl|YPES214092|GKDD-2906-MONOMER	100.0	100.0
Yp4003_04115	gnl|YPES214092|GKDD-2907-MONOMER	100.0	100.0
Yp4003_04116	gnl|YPES214092|GKDD-2908-MONOMER	100.0	100.0
Yp4003_04119	gnl|YPES214092|GKDD-1031-MONOMER	100.0	100.0
Yp4003_04121	gnl|YPES214092|GKDD-1029-MONOMER	100.0	100.0
Yp4003_04122	gnl|YPES214092|GKDD-1028-MONOMER	100.0	100.0
Yp4003_04123	gnl|YPES214092|GKDD-1027-MONOMER	100.0	100.0
Yp4003_04006	gnl|YPES214092|GKDD-2665-MONOMER	100.0	100.0
Yp4003_04004	gnl|YPES214092|GKDD-2663-MONOMER	100.0	100.0
Yp4003_04154	gnl|YPES214092|GKDD-1337-MONOMER	100.0	100.0
Yp4003_03909	gnl|YPES214092|GKDD-2767-MONOMER	100.0	100.0
Yp4003_03896	gnl|YPES214092|GKDD-554-MONOMER	100.0	100.0
Yp4003_03897	gnl|YPES214092|GKDD-553-MONOMER	100.0	100.0
Yp4003_03898	gnl|YPES214092|GKDD-552-MONOMER	100.0	100.0
Yp4003_03899	gnl|YPES214092|GKDD-551-MONOMER	100.0	100.0
Yp4003_03900	gnl|YPES214092|GKDD-550-MONOMER	100.0	100.0
Yp4003_03901	gnl|YPES214092|GKDD-549-MONOMER	100.0	100.0
Yp4003_03902	gnl|YPES214092|GKDD-548-MONOMER	100.0	100.0
Yp4003_03903	gnl|YPES214092|GKDD-547-MONOMER	100.0	100.0
Yp4003_03904	gnl|YPES214092|GKDD-545-MONOMER	100.0	100.0
Yp4003_03905	gnl|YPES214092|GKDD-544-MONOMER	100.0	100.0
Yp4003_03906	gnl|YPES214092|GKDD-543-MONOMER	100.0	100.0
Yp4003_03907	gnl|YPES214092|GKDD-542-MONOMER	100.0	100.0
Yp4003_03910	gnl|YPES214092|GKDD-2766-MONOMER	100.0	100.0
Yp4003_03894	gnl|YPES214092|GKDD-556-MONOMER	100.0	100.0
Yp4003_03911	gnl|YPES214092|GKDD-2765-MONOMER	100.0	100.0
Yp4003_03912	gnl|YPES214092|GKDD-2764-MONOMER	100.0	100.0
Yp4003_03913	gnl|YPES214092|GKDD-2763-MONOMER	100.0	100.0
Yp4003_03914	gnl|YPES214092|GKDD-2762-MONOMER	100.0	100.0
Yp4003_03915	gnl|YPES214092|GKDD-2761-MONOMER	100.0	100.0
Yp4003_03917	gnl|YPES214092|GKDD-2760-MONOMER	100.0	100.0
Yp4003_03918	gnl|YPES214092|GKDD-2496-MONOMER	100.0	100.0
Yp4003_03919	gnl|YPES214092|GKDD-2497-MONOMER	100.0	100.0
Yp4003_03922	gnl|YPES214092|GKDD-2499-MONOMER	100.0	100.0
Yp4003_03923	gnl|YPES214092|GKDD-2500-MONOMER	100.0	100.0
Yp4003_03924	gnl|YPES214092|GKDD-2501-MONOMER	100.0	100.0
Yp4003_03926	gnl|YPES214092|GKDD-2502-MONOMER	100.0	100.0
Yp4003_03895	gnl|YPES214092|GKDD-555-MONOMER	100.0	100.0
Yp4003_03893	gnl|YPES214092|GKDD-2010-MONOMER	100.0	100.0
Yp4003_03997	gnl|YPES214092|GKDD-4106-MONOMER	100.0	100.0
Yp4003_03875	gnl|YPES214092|GKDD-723-MONOMER	100.0	100.0
Yp4003_03859	gnl|YPES214092|GKDD-947-MONOMER	100.0	100.0
Yp4003_03861	gnl|YPES214092|GKDD-946-MONOMER	100.0	100.0
Yp4003_03862	gnl|YPES214092|GKDD-945-MONOMER	100.0	100.0
Yp4003_03863	gnl|YPES214092|GKDD-937-MONOMER	100.0	100.0
Yp4003_03864	gnl|YPES214092|GKDD-938-MONOMER	100.0	100.0
Yp4003_03865	gnl|YPES214092|GKDD-939-MONOMER	100.0	100.0
Yp4003_03867	gnl|YPES214092|GKDD-941-MONOMER	100.0	100.0
Yp4003_03868	gnl|YPES214092|GKDD-942-MONOMER	100.0	100.0
Yp4003_03871	gnl|YPES214092|GKDD-719-MONOMER	100.0	100.0
Yp4003_03872	gnl|YPES214092|GKDD-720-MONOMER	100.0	100.0
Yp4003_03873	gnl|YPES214092|GKDD-721-MONOMER	100.0	100.0
Yp4003_03874	gnl|YPES214092|GKDD-722-MONOMER	100.0	100.0
Yp4003_03876	gnl|YPES214092|GKDD-724-MONOMER	100.0	100.0
Yp4003_03892	gnl|YPES214092|GKDD-2009-MONOMER	100.0	100.0
Yp4003_03877	gnl|YPES214092|GKDD-725-MONOMER	100.0	100.0
Yp4003_03879	gnl|YPES214092|GKDD-1997-MONOMER	100.0	100.0
Yp4003_03882	gnl|YPES214092|GKDD-1998-MONOMER	100.0	100.0
Yp4003_03883	gnl|YPES214092|GKDD-1999-MONOMER	100.0	100.0
Yp4003_03884	gnl|YPES214092|GKDD-2000-MONOMER	100.0	100.0
Yp4003_03885	gnl|YPES214092|GKDD-2001-MONOMER	100.0	100.0
Yp4003_03886	gnl|YPES214092|GKDD-2002-MONOMER	100.0	100.0
Yp4003_03887	gnl|YPES214092|GKDD-2003-MONOMER	100.0	100.0
Yp4003_03888	gnl|YPES214092|GKDD-2004-MONOMER	100.0	100.0
Yp4003_03889	gnl|YPES214092|GKDD-2005-MONOMER	100.0	100.0
Yp4003_03890	gnl|YPES214092|GKDD-2006-MONOMER	100.0	100.0
Yp4003_03891	gnl|YPES214092|GKDD-2007-MONOMER	100.0	100.0
Yp4003_03927	gnl|YPES214092|GKDD-2503-MONOMER	100.0	100.0
Yp4003_03928	gnl|YPES214092|GKDD-2504-MONOMER	100.0	100.0
Yp4003_03930	gnl|YPES214092|GKDD-34-MONOMER	100.0	100.0
Yp4003_03982	gnl|YPES214092|GKDD-2233-MONOMER	100.0	100.0
Yp4003_03969	gnl|YPES214092|GKDD-2508-MONOMER	100.0	100.0
Yp4003_03970	gnl|YPES214092|GKDD-2509-MONOMER	100.0	100.0
Yp4003_03971	gnl|YPES214092|GKDD-2510-MONOMER	100.0	100.0
Yp4003_03972	gnl|YPES214092|GKDD-2511-MONOMER	100.0	100.0
Yp4003_03973	gnl|YPES214092|GKDD-2512-MONOMER	100.0	100.0
Yp4003_03974	gnl|YPES214092|GKDD-2513-MONOMER	100.0	100.0
Yp4003_03975	gnl|YPES214092|GKDD-2514-MONOMER	100.0	100.0
Yp4003_03976	gnl|YPES214092|GKDD-2515-MONOMER	100.0	100.0
Yp4003_03977	gnl|YPES214092|GKDD-2516-MONOMER	100.0	100.0
Yp4003_03979	gnl|YPES214092|GKDD-2230-MONOMER	100.0	100.0
Yp4003_03980	gnl|YPES214092|GKDD-2231-MONOMER	100.0	100.0
Yp4003_03981	gnl|YPES214092|GKDD-2232-MONOMER	100.0	100.0
Yp4003_03983	gnl|YPES214092|GKDD-2234-MONOMER	100.0	100.0
Yp4003_03931	gnl|YPES214092|GKDD-33-MONOMER	100.0	100.0
Yp4003_03984	gnl|YPES214092|GKDD-2235-MONOMER	100.0	100.0
Yp4003_03986	gnl|YPES214092|GKDD-2236-MONOMER	100.0	100.0
Yp4003_03987	gnl|YPES214092|GKDD-2237-MONOMER	100.0	100.0
Yp4003_03988	gnl|YPES214092|GKDD-2238-MONOMER	100.0	100.0
Yp4003_03989	gnl|YPES214092|GKDD-4114-MONOMER	100.0	100.0
Yp4003_03990	gnl|YPES214092|GKDD-4113-MONOMER	100.0	100.0
Yp4003_03991	gnl|YPES214092|GKDD-4112-MONOMER	100.0	100.0
Yp4003_03992	gnl|YPES214092|GKDD-4111-MONOMER	100.0	100.0
Yp4003_03993	gnl|YPES214092|GKDD-4110-MONOMER	100.0	100.0
Yp4003_03994	gnl|YPES214092|GKDD-4109-MONOMER	100.0	100.0
Yp4003_03995	gnl|YPES214092|GKDD-4108-MONOMER	100.0	100.0
Yp4003_03996	gnl|YPES214092|GKDD-4107-MONOMER	100.0	100.0
Yp4003_03968	gnl|YPES214092|GKDD-2507-MONOMER	100.0	100.0
Yp4003_03966	gnl|YPES214092|GKDD-2022-MONOMER	100.0	100.0
Yp4003_03965	gnl|YPES214092|GKDD-2021-MONOMER	100.0	100.0
Yp4003_03964	gnl|YPES214092|GKDD-2020-MONOMER	100.0	100.0
Yp4003_03932	gnl|YPES214092|GKDD-32-MONOMER	100.0	100.0
Yp4003_03933	gnl|YPES214092|GKDD-31-MONOMER	100.0	100.0
Yp4003_03934	gnl|YPES214092|GKDD-30-MONOMER	100.0	100.0
Yp4003_03935	gnl|YPES214092|GKDD-29-MONOMER	100.0	100.0
Yp4003_03936	gnl|YPES214092|GKDD-28-MONOMER	100.0	100.0
Yp4003_03937	gnl|YPES214092|GKDD-27-MONOMER	100.0	100.0
Yp4003_03938	gnl|YPES214092|GKDD-26-MONOMER	100.0	100.0
Yp4003_03939	gnl|YPES214092|GKDD-25-MONOMER	100.0	100.0
Yp4003_03940	gnl|YPES214092|GKDD-2151-MONOMER	100.0	100.0
Yp4003_03941	gnl|YPES214092|GKDD-2150-MONOMER	100.0	100.0
Yp4003_03942	gnl|YPES214092|GKDD-2149-MONOMER	100.0	100.0
Yp4003_03943	gnl|YPES214092|GKDD-2148-MONOMER	100.0	100.0
Yp4003_03945	gnl|YPES214092|GKDD-2147-MONOMER	100.0	100.0
Yp4003_03947	gnl|YPES214092|GKDD-2146-MONOMER	100.0	100.0
Yp4003_03948	gnl|YPES214092|GKDD-2145-MONOMER	100.0	100.0
Yp4003_03949	gnl|YPES214092|GKDD-2144-MONOMER	100.0	100.0
Yp4003_03950	gnl|YPES214092|GKDD-2143-MONOMER	100.0	100.0
Yp4003_03952	gnl|YPES214092|GKDD-2012-MONOMER	100.0	100.0
Yp4003_03953	gnl|YPES214092|GKDD-2013-MONOMER	100.0	100.0
Yp4003_03954	gnl|YPES214092|GKDD-2014-MONOMER	100.0	100.0
Yp4003_03957	gnl|YPES214092|GKDD-2015-MONOMER	100.0	100.0
Yp4003_03958	gnl|YPES214092|GKDD-2016-MONOMER	100.0	100.0
