Y_pestis_CO92	Y_pestis_Yp4003	Similarity_Y_pestis_CO92.to.Y_pestis_Yp4003
gnl|YPES214092|GKDD-65-MONOMER	Yp4003_00837	100.00
gnl|YPES214092|GKDD-658-MONOMER	Yp4003_00743	100.00
gnl|YPES214092|GKDD-659-MONOMER	Yp4003_00747	100.00
gnl|YPES214092|GKDD-660-MONOMER	Yp4003_00748	100.00
gnl|YPES214092|GKDD-661-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-662-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-663-MONOMER	Yp4003_03219	100.00
gnl|YPES214092|GKDD-664-MONOMER	Yp4003_03220	100.00
gnl|YPES214092|GKDD-665-MONOMER	Yp4003_03221	100.00
gnl|YPES214092|GKDD-688-MONOMER	Yp4003_03246	100.00
gnl|YPES214092|GKDD-690-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-691-MONOMER	Yp4003_03413	100.00
gnl|YPES214092|GKDD-692-MONOMER	Yp4003_03414	100.00
gnl|YPES214092|GKDD-693-MONOMER	Yp4003_03415	100.00
gnl|YPES214092|GKDD-694-MONOMER	Yp4003_03416	100.00
gnl|YPES214092|GKDD-695-MONOMER	Yp4003_03417	100.00
gnl|YPES214092|GKDD-719-MONOMER	Yp4003_03871	100.00
gnl|YPES214092|GKDD-72-MONOMER	Yp4003_00845	100.00
gnl|YPES214092|GKDD-720-MONOMER	Yp4003_03872	100.00
gnl|YPES214092|GKDD-721-MONOMER	Yp4003_03873	100.00
gnl|YPES214092|GKDD-731-MONOMER	Yp4003_03813	100.00
gnl|YPES214092|GKDD-733-MONOMER	Yp4003_03815	100.00
gnl|YPES214092|GKDD-735-MONOMER	Yp4003_04262	99.32
gnl|YPES214092|GKDD-736-MONOMER	Yp4003_02289	66.12
gnl|YPES214092|GKDD-738-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-739-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-740-MONOMER	Yp4003_01918	100.00
gnl|YPES214092|GKDD-741-MONOMER	Yp4003_01917	100.00
gnl|YPES214092|GKDD-742-MONOMER	Yp4003_01916	100.00
gnl|YPES214092|GKDD-745-MONOMER	Yp4003_01913	100.00
gnl|YPES214092|GKDD-746-MONOMER	Yp4003_01911	100.00
gnl|YPES214092|GKDD-754-MONOMER	Yp4003_01903	100.00
gnl|YPES214092|GKDD-755-MONOMER	Yp4003_01902	100.00
gnl|YPES214092|GKDD-756-MONOMER	Yp4003_01901	100.00
gnl|YPES214092|GKDD-757-MONOMER	Yp4003_01900	100.00
gnl|YPES214092|GKDD-769-MONOMER	Yp4003_01886	100.00
gnl|YPES214092|GKDD-770-MONOMER	Yp4003_01885	100.00
gnl|YPES214092|GKDD-776-MONOMER	Yp4003_01879	100.00
gnl|YPES214092|GKDD-779-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-80-MONOMER	Yp4003_00852	100.00
gnl|YPES214092|GKDD-802-MONOMER	Yp4003_00115	100.00
gnl|YPES214092|GKDD-805-MONOMER	Yp4003_00118	100.00
gnl|YPES214092|GKDD-807-MONOMER	Yp4003_00120	100.00
gnl|YPES214092|GKDD-818-MONOMER	Yp4003_00131	100.00
gnl|YPES214092|GKDD-819-MONOMER	Yp4003_00132	100.00
gnl|YPES214092|GKDD-823-MONOMER	Yp4003_00137	100.00
gnl|YPES214092|GKDD-829-MONOMER	Yp4003_00145	100.00
gnl|YPES214092|GKDD-831-MONOMER	Yp4003_00147	100.00
gnl|YPES214092|GKDD-834-MONOMER	Yp4003_00151	100.00
gnl|YPES214092|GKDD-835-MONOMER	Yp4003_00152	100.00
gnl|YPES214092|GKDD-841-MONOMER	Yp4003_00158	100.00
gnl|YPES214092|GKDD-849-MONOMER	Yp4003_00167	100.00
gnl|YPES214092|GKDD-857-MONOMER	Yp4003_00175	100.00
gnl|YPES214092|GKDD-863-MONOMER	Yp4003_00180	100.00
gnl|YPES214092|GKDD-864-MONOMER	Yp4003_00181	100.00
gnl|YPES214092|GKDD-866-MONOMER	Yp4003_00183	100.00
gnl|YPES214092|GKDD-869-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-872-MONOMER	Yp4003_04378	100.00
gnl|YPES214092|GKDD-873-MONOMER	Yp4003_01958	100.00
gnl|YPES214092|GKDD-875-MONOMER	Yp4003_01956	100.00
gnl|YPES214092|GKDD-876-MONOMER	Yp4003_01954	100.00
gnl|YPES214092|GKDD-89-MONOMER	Yp4003_00862	100.00
gnl|YPES214092|GKDD-890-MONOMER	Yp4003_01940	100.00
gnl|YPES214092|GKDD-896-MONOMER	Yp4003_01932	100.00
gnl|YPES214092|GKDD-897-MONOMER	Yp4003_01931	100.00
gnl|YPES214092|GKDD-90-MONOMER	Yp4003_00863	100.00
gnl|YPES214092|GKDD-903-MONOMER	Yp4003_01925	100.00
gnl|YPES214092|GKDD-904-MONOMER	Yp4003_01924	100.00
gnl|YPES214092|GKDD-910-MONOMER	Yp4003_04319	100.00
gnl|YPES214092|GKDD-911-MONOMER	Yp4003_04318	100.00
gnl|YPES214092|GKDD-912-MONOMER	Yp4003_04317	100.00
gnl|YPES214092|GKDD-919-MONOMER	Yp4003_04389	99.40
gnl|YPES214092|GKDD-930-MONOMER	Yp4003_03501	100.00
gnl|YPES214092|GKDD-931-MONOMER	Yp4003_03500	100.00
gnl|YPES214092|GKDD-936-MONOMER	Yp4003_04393	100.00
gnl|YPES214092|GKDD-939-MONOMER	Yp4003_03865	100.00
gnl|YPES214092|GKDD-944-MONOMER	Yp4003_03861	88.94
gnl|YPES214092|GKDD-946-MONOMER	Yp4003_03861	100.00
gnl|YPES214092|GKDD-949-MONOMER	Yp4003_03857	100.00
gnl|YPES214092|GKDD-951-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-952-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-954-MONOMER	Yp4003_03074	100.00
gnl|YPES214092|GKDD-957-MONOMER	Yp4003_03077	100.00
gnl|YPES214092|GKDD-958-MONOMER	Yp4003_03078	100.00
gnl|YPES214092|GKDD-96-MONOMER	Yp4003_00869	100.00
gnl|YPES214092|GKDD-966-MONOMER	Yp4003_03086	100.00
gnl|YPES214092|GKDD-967-MONOMER	Yp4003_03087	100.00
gnl|YPES214092|GKDD-97-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-980-MONOMER	Yp4003_02369	100.00
gnl|YPES214092|GKDD-981-MONOMER	Yp4003_02368	100.00
gnl|YPES214092|GKDD-982-MONOMER	Yp4003_02367	100.00
gnl|YPES214092|GKDD-983-MONOMER	Yp4003_02366	100.00
gnl|YPES214092|GKDD-995-MONOMER	Yp4003_02354	100.00
gnl|YPES214092|GKDD-996-MONOMER	Yp4003_02353	100.00
gnl|YPES214092|GKDD-997-MONOMER	Yp4003_02352	100.00
gnl|YPES214092|GKDD-998-MONOMER	Yp4003_02351	100.00
gnl|YPES214092|GKDD-10-MONOMER	Yp4003_01401	100.00
gnl|YPES214092|GKDD-1000-MONOMER	Yp4003_02349	100.00
gnl|YPES214092|GKDD-1001-MONOMER	Yp4003_02348	100.00
gnl|YPES214092|GKDD-1002-MONOMER	Yp4003_02347	100.00
gnl|YPES214092|GKDD-1012-MONOMER	Yp4003_02337	100.00
gnl|YPES214092|GKDD-1024-MONOMER	Yp4003_04126	100.00
gnl|YPES214092|GKDD-1025-MONOMER	Yp4003_04125	100.00
gnl|YPES214092|GKDD-1029-MONOMER	Yp4003_04121	100.00
gnl|YPES214092|GKDD-1036-MONOMER	Yp4003_04031	100.00
gnl|YPES214092|GKDD-1037-MONOMER	Yp4003_04032	100.00
gnl|YPES214092|GKDD-1043-MONOMER	Yp4003_02982	100.00
gnl|YPES214092|GKDD-1045-MONOMER	Yp4003_02980	100.00
gnl|YPES214092|GKDD-1052-MONOMER	Yp4003_02973	100.00
gnl|YPES214092|GKDD-1053-MONOMER	Yp4003_02972	100.00
gnl|YPES214092|GKDD-1055-MONOMER	Yp4003_02970	100.00
gnl|YPES214092|GKDD-1071-MONOMER	Yp4003_02953	100.00
gnl|YPES214092|GKDD-1076-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-1077-MONOMER	Yp4003_04038	100.00
gnl|YPES214092|GKDD-1082-MONOMER	Yp4003_04044	100.00
gnl|YPES214092|GKDD-1085-MONOMER	Yp4003_04048	100.00
gnl|YPES214092|GKDD-109-MONOMER	Yp4003_03546	100.00
gnl|YPES214092|GKDD-1094-MONOMER	Yp4003_03568	100.00
gnl|YPES214092|GKDD-1098-MONOMER	Yp4003_03564	100.00
gnl|YPES214092|GKDD-1101-MONOMER	Yp4003_03560	100.00
gnl|YPES214092|GKDD-1104-MONOMER	Yp4003_03557	100.00
gnl|YPES214092|GKDD-1116-MONOMER	Yp4003_00975	100.00
gnl|YPES214092|GKDD-1119-MONOMER	Yp4003_00972	100.00
gnl|YPES214092|GKDD-1122-MONOMER	Yp4003_00969	100.00
gnl|YPES214092|GKDD-1126-MONOMER	Yp4003_00965	100.00
gnl|YPES214092|GKDD-1131-MONOMER	Yp4003_00960	100.00
gnl|YPES214092|GKDD-1134-MONOMER	Yp4003_00957	100.00
gnl|YPES214092|GKDD-1138-MONOMER	Yp4003_00951	100.00
gnl|YPES214092|GKDD-1141-MONOMER	Yp4003_00948	100.00
gnl|YPES214092|GKDD-1142-MONOMER	Yp4003_00947	100.00
gnl|YPES214092|GKDD-1144-MONOMER	Yp4003_00945	100.00
gnl|YPES214092|GKDD-1147-MONOMER	Yp4003_00942	100.00
gnl|YPES214092|GKDD-1149-MONOMER	Yp4003_00940	100.00
gnl|YPES214092|GKDD-1150-MONOMER	Yp4003_00939	100.00
gnl|YPES214092|GKDD-1157-MONOMER	Yp4003_00932	100.00
gnl|YPES214092|GKDD-1159-MONOMER	Yp4003_00928	100.00
gnl|YPES214092|GKDD-116-MONOMER	Yp4003_03555	100.00
gnl|YPES214092|GKDD-1162-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1166-MONOMER	Yp4003_02562	100.00
gnl|YPES214092|GKDD-117-MONOMER	Yp4003_04393	100.00
gnl|YPES214092|GKDD-1174-MONOMER	Yp4003_02571	99.00
gnl|YPES214092|GKDD-118-MONOMER	Yp4003_04394	100.00
gnl|YPES214092|GKDD-1185-MONOMER	Yp4003_02582	100.00
gnl|YPES214092|GKDD-1186-MONOMER	Yp4003_02583	100.00
gnl|YPES214092|GKDD-1187-MONOMER	Yp4003_02584	100.00
gnl|YPES214092|GKDD-1188-MONOMER	Yp4003_02585	100.00
gnl|YPES214092|GKDD-1192-MONOMER	Yp4003_02589	100.00
gnl|YPES214092|GKDD-1196-MONOMER	Yp4003_02595	100.00
gnl|YPES214092|GKDD-1202-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1209-MONOMER	Yp4003_00634	100.00
gnl|YPES214092|GKDD-1211-MONOMER	Yp4003_00636	100.00
gnl|YPES214092|GKDD-1217-MONOMER	Yp4003_00644	100.00
gnl|YPES214092|GKDD-1218-MONOMER	Yp4003_00645	100.00
gnl|YPES214092|GKDD-1224-MONOMER	Yp4003_00651	100.00
gnl|YPES214092|GKDD-1227-MONOMER	Yp4003_00654	100.00
gnl|YPES214092|GKDD-1228-MONOMER	Yp4003_00655	100.00
gnl|YPES214092|GKDD-1229-MONOMER	Yp4003_00656	100.00
gnl|YPES214092|GKDD-1238-MONOMER	Yp4003_00665	100.00
gnl|YPES214092|GKDD-124-MONOMER	Yp4003_01081	100.00
gnl|YPES214092|GKDD-1240-MONOMER	Yp4003_00667	100.00
gnl|YPES214092|GKDD-1243-MONOMER	Yp4003_00671	100.00
gnl|YPES214092|GKDD-125-MONOMER	Yp4003_01080	100.00
gnl|YPES214092|GKDD-1253-MONOMER	Yp4003_00681	100.00
gnl|YPES214092|GKDD-1255-MONOMER	Yp4003_03761	100.00
gnl|YPES214092|GKDD-1257-MONOMER	Yp4003_03759	100.00
gnl|YPES214092|GKDD-1265-MONOMER	Yp4003_03752	100.00
gnl|YPES214092|GKDD-1274-MONOMER	Yp4003_02946	100.00
gnl|YPES214092|GKDD-1277-MONOMER	Yp4003_02941	100.00
gnl|YPES214092|GKDD-1285-MONOMER	Yp4003_02933	100.00
gnl|YPES214092|GKDD-1289-MONOMER	Yp4003_02929	100.00
gnl|YPES214092|GKDD-129-MONOMER	Yp4003_01076	100.00
gnl|YPES214092|GKDD-1293-MONOMER	Yp4003_02925	100.00
gnl|YPES214092|GKDD-1295-MONOMER	Yp4003_02923	100.00
gnl|YPES214092|GKDD-1298-MONOMER	Yp4003_02920	100.00
gnl|YPES214092|GKDD-1306-MONOMER	Yp4003_01343	100.00
gnl|YPES214092|GKDD-1307-MONOMER	Yp4003_01342	100.00
gnl|YPES214092|GKDD-1317-MONOMER	Yp4003_01331	100.00
gnl|YPES214092|GKDD-1323-MONOMER	Yp4003_01325	100.00
gnl|YPES214092|GKDD-1326-MONOMER	Yp4003_01321	100.00
gnl|YPES214092|GKDD-1329-MONOMER	Yp4003_01318	100.00
gnl|YPES214092|GKDD-1334-MONOMER	Yp4003_01313	100.00
gnl|YPES214092|GKDD-1338-MONOMER	Yp4003_03373	100.00
gnl|YPES214092|GKDD-1339-MONOMER	Yp4003_03374	100.00
gnl|YPES214092|GKDD-1346-MONOMER	Yp4003_03381	100.00
gnl|YPES214092|GKDD-1347-MONOMER	Yp4003_03382	100.00
gnl|YPES214092|GKDD-1348-MONOMER	Yp4003_03383	100.00
gnl|YPES214092|GKDD-1349-MONOMER	Yp4003_03384	100.00
gnl|YPES214092|GKDD-1361-MONOMER	Yp4003_04342	100.00
gnl|YPES214092|GKDD-1362-MONOMER	Yp4003_04341	100.00
gnl|YPES214092|GKDD-1363-MONOMER	Yp4003_04340	100.00
gnl|YPES214092|GKDD-1364-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1376-MONOMER	Yp4003_03116	100.00
gnl|YPES214092|GKDD-1377-MONOMER	Yp4003_03115	100.00
gnl|YPES214092|GKDD-1379-MONOMER	Yp4003_03113	100.00
gnl|YPES214092|GKDD-1390-MONOMER	Yp4003_03102	100.00
gnl|YPES214092|GKDD-1392-MONOMER	Yp4003_03100	100.00
gnl|YPES214092|GKDD-140-MONOMER	Yp4003_01065	100.00
gnl|YPES214092|GKDD-1414-MONOMER	Yp4003_03284	100.00
gnl|YPES214092|GKDD-1417-MONOMER	Yp4003_03287	100.00
gnl|YPES214092|GKDD-1418-MONOMER	Yp4003_03288	100.00
gnl|YPES214092|GKDD-1419-MONOMER	Yp4003_03289	100.00
gnl|YPES214092|GKDD-142-MONOMER	Yp4003_01062	100.00
gnl|YPES214092|GKDD-1420-MONOMER	Yp4003_03290	100.00
gnl|YPES214092|GKDD-1426-MONOMER	Yp4003_03018	100.00
gnl|YPES214092|GKDD-1427-MONOMER	Yp4003_03019	100.00
gnl|YPES214092|GKDD-143-MONOMER	Yp4003_01061	100.00
gnl|YPES214092|GKDD-1430-MONOMER	Yp4003_03022	100.00
gnl|YPES214092|GKDD-1433-MONOMER	Yp4003_03025	100.00
gnl|YPES214092|GKDD-1436-MONOMER	Yp4003_03028	99.69
gnl|YPES214092|GKDD-1439-MONOMER	Yp4003_03031	100.00
gnl|YPES214092|GKDD-1441-MONOMER	Yp4003_03033	100.00
gnl|YPES214092|GKDD-1445-MONOMER	Yp4003_03037	100.00
gnl|YPES214092|GKDD-1452-MONOMER	Yp4003_01752	100.00
gnl|YPES214092|GKDD-1460-MONOMER	Yp4003_01760	100.00
gnl|YPES214092|GKDD-1461-MONOMER	Yp4003_01761	100.00
gnl|YPES214092|GKDD-1468-MONOMER	Yp4003_01768	100.00
gnl|YPES214092|GKDD-147-MONOMER	Yp4003_01057	100.00
gnl|YPES214092|GKDD-1472-MONOMER	Yp4003_01772	100.00
gnl|YPES214092|GKDD-1476-MONOMER	Yp4003_01776	100.00
gnl|YPES214092|GKDD-1478-MONOMER	Yp4003_01778	100.00
gnl|YPES214092|GKDD-1482-MONOMER	Yp4003_01785	100.00
gnl|YPES214092|GKDD-1485-MONOMER	Yp4003_01788	100.00
gnl|YPES214092|GKDD-1486-MONOMER	Yp4003_02078	100.00
gnl|YPES214092|GKDD-1487-MONOMER	Yp4003_03151	100.00
gnl|YPES214092|GKDD-1488-MONOMER	Yp4003_03150	100.00
gnl|YPES214092|GKDD-1496-MONOMER	Yp4003_03142	100.00
gnl|YPES214092|GKDD-1498-MONOMER	Yp4003_03140	100.00
gnl|YPES214092|GKDD-1505-MONOMER	Yp4003_03133	100.00
gnl|YPES214092|GKDD-1506-MONOMER	Yp4003_03132	100.00
gnl|YPES214092|GKDD-151-MONOMER	Yp4003_01053	100.00
gnl|YPES214092|GKDD-1514-MONOMER	Yp4003_04356	100.00
gnl|YPES214092|GKDD-1520-MONOMER	Yp4003_04248	100.00
gnl|YPES214092|GKDD-1523-MONOMER	Yp4003_04245	100.00
gnl|YPES214092|GKDD-1528-MONOMER	Yp4003_04240	100.00
gnl|YPES214092|GKDD-1543-MONOMER	Yp4003_04168	100.00
gnl|YPES214092|GKDD-1544-MONOMER	Yp4003_04167	100.00
gnl|YPES214092|GKDD-1545-MONOMER	Yp4003_04165	100.00
gnl|YPES214092|GKDD-1557-MONOMER	Yp4003_02662	100.00
gnl|YPES214092|GKDD-1558-MONOMER	Yp4003_02661	100.00
gnl|YPES214092|GKDD-1559-MONOMER	Yp4003_02660	100.00
gnl|YPES214092|GKDD-1560-MONOMER	Yp4003_02659	100.00
gnl|YPES214092|GKDD-1563-MONOMER	Yp4003_02656	100.00
gnl|YPES214092|GKDD-1566-MONOMER	Yp4003_02653	100.00
gnl|YPES214092|GKDD-157-MONOMER	Yp4003_01047	100.00
gnl|YPES214092|GKDD-1570-MONOMER	Yp4003_02649	100.00
gnl|YPES214092|GKDD-1576-MONOMER	Yp4003_02641	94.41
gnl|YPES214092|GKDD-1581-MONOMER	Yp4003_03461	100.00
gnl|YPES214092|GKDD-1588-MONOMER	Yp4003_03469	100.00
gnl|YPES214092|GKDD-1589-MONOMER	Yp4003_03470	100.00
gnl|YPES214092|GKDD-1593-MONOMER	Yp4003_03474	100.00
gnl|YPES214092|GKDD-16-MONOMER	Yp4003_02078	100.00
gnl|YPES214092|GKDD-160-MONOMER	Yp4003_01044	100.00
gnl|YPES214092|GKDD-1600-MONOMER	Yp4003_03445	100.00
gnl|YPES214092|GKDD-1606-MONOMER	Yp4003_03451	100.00
gnl|YPES214092|GKDD-1610-MONOMER	Yp4003_03456	100.00
gnl|YPES214092|GKDD-1618-MONOMER	Yp4003_02232	100.00
gnl|YPES214092|GKDD-1620-MONOMER	Yp4003_02230	100.00
gnl|YPES214092|GKDD-1623-MONOMER	Yp4003_02226	100.00
gnl|YPES214092|GKDD-1630-MONOMER	Yp4003_02218	100.00
gnl|YPES214092|GKDD-1631-MONOMER	Yp4003_02217	100.00
gnl|YPES214092|GKDD-1632-MONOMER	Yp4003_02216	100.00
gnl|YPES214092|GKDD-1633-MONOMER	Yp4003_02215	100.00
gnl|YPES214092|GKDD-1641-MONOMER	Yp4003_02207	100.00
gnl|YPES214092|GKDD-1642-MONOMER	Yp4003_02206	100.00
gnl|YPES214092|GKDD-1646-MONOMER	Yp4003_02202	100.00
gnl|YPES214092|GKDD-1648-MONOMER	Yp4003_02078	100.00
gnl|YPES214092|GKDD-1652-MONOMER	Yp4003_01036	100.00
gnl|YPES214092|GKDD-1658-MONOMER	Yp4003_01029	100.00
gnl|YPES214092|GKDD-1659-MONOMER	Yp4003_01028	100.00
gnl|YPES214092|GKDD-1675-MONOMER	Yp4003_01015	100.00
gnl|YPES214092|GKDD-1676-MONOMER	Yp4003_01014	100.00
gnl|YPES214092|GKDD-1677-MONOMER	Yp4003_01013	100.00
gnl|YPES214092|GKDD-1678-MONOMER	Yp4003_01012	100.00
gnl|YPES214092|GKDD-1688-MONOMER	Yp4003_01001	100.00
gnl|YPES214092|GKDD-1689-MONOMER	Yp4003_01000	100.00
gnl|YPES214092|GKDD-169-MONOMER	Yp4003_03043	100.00
gnl|YPES214092|GKDD-1694-MONOMER	Yp4003_00995	100.00
gnl|YPES214092|GKDD-170-MONOMER	Yp4003_03044	100.00
gnl|YPES214092|GKDD-1700-MONOMER	Yp4003_00989	100.00
gnl|YPES214092|GKDD-1703-MONOMER	Yp4003_00985	100.00
gnl|YPES214092|GKDD-1705-MONOMER	Yp4003_00983	100.00
gnl|YPES214092|GKDD-171-MONOMER	Yp4003_03045	100.00
gnl|YPES214092|GKDD-1711-MONOMER	Yp4003_00977	100.00
gnl|YPES214092|GKDD-1712-MONOMER	Yp4003_00976	100.00
gnl|YPES214092|GKDD-1716-MONOMER	Yp4003_03732	100.00
gnl|YPES214092|GKDD-1719-MONOMER	Yp4003_03729	100.00
gnl|YPES214092|GKDD-1728-MONOMER	Yp4003_03720	100.00
gnl|YPES214092|GKDD-1729-MONOMER	Yp4003_03719	100.00
gnl|YPES214092|GKDD-1731-MONOMER	Yp4003_00557	99.72
gnl|YPES214092|GKDD-1733-MONOMER	Yp4003_00555	100.00
gnl|YPES214092|GKDD-1734-MONOMER	Yp4003_00554	100.00
gnl|YPES214092|GKDD-1741-MONOMER	Yp4003_00547	100.00
gnl|YPES214092|GKDD-1743-MONOMER	Yp4003_00545	100.00
gnl|YPES214092|GKDD-1745-MONOMER	Yp4003_00543	100.00
gnl|YPES214092|GKDD-1747-MONOMER	Yp4003_00541	100.00
gnl|YPES214092|GKDD-1750-MONOMER	Yp4003_00538	100.00
gnl|YPES214092|GKDD-1756-MONOMER	Yp4003_00530	100.00
gnl|YPES214092|GKDD-1757-MONOMER	Yp4003_00529	100.00
gnl|YPES214092|GKDD-1763-MONOMER	Yp4003_00523	100.00
gnl|YPES214092|GKDD-1772-MONOMER	Yp4003_00513	100.00
gnl|YPES214092|GKDD-1774-MONOMER	Yp4003_00511	100.00
gnl|YPES214092|GKDD-1775-MONOMER	Yp4003_00510	100.00
gnl|YPES214092|GKDD-1777-MONOMER	Yp4003_00508	100.00
gnl|YPES214092|GKDD-1782-MONOMER	Yp4003_00503	100.00
gnl|YPES214092|GKDD-1788-MONOMER	Yp4003_00496	100.00
gnl|YPES214092|GKDD-1789-MONOMER	Yp4003_00495	100.00
gnl|YPES214092|GKDD-1795-MONOMER	Yp4003_00484	100.00
gnl|YPES214092|GKDD-1810-MONOMER	Yp4003_02280	100.00
gnl|YPES214092|GKDD-1811-MONOMER	Yp4003_02281	100.00
gnl|YPES214092|GKDD-1812-MONOMER	Yp4003_02284	100.00
gnl|YPES214092|GKDD-1813-MONOMER	Yp4003_02285	100.00
gnl|YPES214092|GKDD-1825-MONOMER	Yp4003_02297	100.00
gnl|YPES214092|GKDD-1826-MONOMER	Yp4003_02298	100.00
gnl|YPES214092|GKDD-183-MONOMER	Yp4003_03059	100.00
gnl|YPES214092|GKDD-1831-MONOMER	Yp4003_01093	100.00
gnl|YPES214092|GKDD-1833-MONOMER	Yp4003_01095	100.00
gnl|YPES214092|GKDD-1835-MONOMER	Yp4003_01097	100.00
gnl|YPES214092|GKDD-184-MONOMER	Yp4003_03060	100.00
gnl|YPES214092|GKDD-1847-MONOMER	Yp4003_01109	100.00
gnl|YPES214092|GKDD-1848-MONOMER	Yp4003_01110	100.00
gnl|YPES214092|GKDD-185-MONOMER	Yp4003_03061	100.00
gnl|YPES214092|GKDD-1853-MONOMER	Yp4003_01115	100.00
gnl|YPES214092|GKDD-1857-MONOMER	Yp4003_01119	100.00
gnl|YPES214092|GKDD-1859-MONOMER	Yp4003_01121	100.00
gnl|YPES214092|GKDD-186-MONOMER	Yp4003_03062	100.00
gnl|YPES214092|GKDD-1862-MONOMER	Yp4003_01124	100.00
gnl|YPES214092|GKDD-1864-MONOMER	Yp4003_01126	100.00
gnl|YPES214092|GKDD-1868-MONOMER	Yp4003_01132	100.00
gnl|YPES214092|GKDD-1869-MONOMER	Yp4003_01133	100.00
gnl|YPES214092|GKDD-187-MONOMER	Yp4003_03063	100.00
gnl|YPES214092|GKDD-1875-MONOMER	Yp4003_03605	100.00
gnl|YPES214092|GKDD-1876-MONOMER	Yp4003_03604	100.00
gnl|YPES214092|GKDD-1877-MONOMER	Yp4003_03603	100.00
gnl|YPES214092|GKDD-1878-MONOMER	Yp4003_03602	100.00
gnl|YPES214092|GKDD-188-MONOMER	Yp4003_03064	100.00
gnl|YPES214092|GKDD-189-MONOMER	Yp4003_03065	100.00
gnl|YPES214092|GKDD-1890-MONOMER	Yp4003_02734	100.00
gnl|YPES214092|GKDD-1891-MONOMER	Yp4003_02735	100.00
gnl|YPES214092|GKDD-1892-MONOMER	Yp4003_02736	100.00
gnl|YPES214092|GKDD-1895-MONOMER	Yp4003_02740	100.00
gnl|YPES214092|GKDD-1899-MONOMER	Yp4003_02744	100.00
gnl|YPES214092|GKDD-190-MONOMER	Yp4003_03066	100.00
gnl|YPES214092|GKDD-1903-MONOMER	Yp4003_02748	100.00
gnl|YPES214092|GKDD-1909-MONOMER	Yp4003_02754	100.00
gnl|YPES214092|GKDD-1912-MONOMER	Yp4003_02758	100.00
gnl|YPES214092|GKDD-1928-MONOMER	Yp4003_04237	100.00
gnl|YPES214092|GKDD-1930-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1931-MONOMER	Yp4003_04297	100.00
gnl|YPES214092|GKDD-1932-MONOMER	Yp4003_04296	100.00
gnl|YPES214092|GKDD-1934-MONOMER	Yp4003_04294	100.00
gnl|YPES214092|GKDD-1935-MONOMER	Yp4003_04293	100.00
gnl|YPES214092|GKDD-1936-MONOMER	Yp4003_04292	100.00
gnl|YPES214092|GKDD-1937-MONOMER	Yp4003_04291	100.00
gnl|YPES214092|GKDD-1954-MONOMER	Yp4003_02856	100.00
gnl|YPES214092|GKDD-1955-MONOMER	Yp4003_02855	100.00
gnl|YPES214092|GKDD-1956-MONOMER	Yp4003_02854	100.00
gnl|YPES214092|GKDD-1964-MONOMER	Yp4003_02845	100.00
gnl|YPES214092|GKDD-1965-MONOMER	Yp4003_02844	100.00
gnl|YPES214092|GKDD-1972-MONOMER	Yp4003_02837	100.00
gnl|YPES214092|GKDD-1979-MONOMER	Yp4003_02830	100.00
gnl|YPES214092|GKDD-1980-MONOMER	Yp4003_02829	100.00
gnl|YPES214092|GKDD-1991-MONOMER	Yp4003_04140	100.00
gnl|YPES214092|GKDD-1992-MONOMER	Yp4003_04141	100.00
gnl|YPES214092|GKDD-1998-MONOMER	Yp4003_03882	100.00
gnl|YPES214092|GKDD-1999-MONOMER	Yp4003_03883	100.00
gnl|YPES214092|GKDD-20-MONOMER	Yp4003_04258	100.00
gnl|YPES214092|GKDD-2002-MONOMER	Yp4003_03886	100.00
gnl|YPES214092|GKDD-2006-MONOMER	Yp4003_03890	100.00
gnl|YPES214092|GKDD-2010-MONOMER	Yp4003_03893	100.00
gnl|YPES214092|GKDD-2016-MONOMER	Yp4003_03958	100.00
gnl|YPES214092|GKDD-2019-MONOMER	Yp4003_03963	100.00
gnl|YPES214092|GKDD-2026-MONOMER	Yp4003_02529	100.00
gnl|YPES214092|GKDD-2027-MONOMER	Yp4003_02530	100.00
gnl|YPES214092|GKDD-2039-MONOMER	Yp4003_02542	100.00
gnl|YPES214092|GKDD-2040-MONOMER	Yp4003_02543	100.00
gnl|YPES214092|GKDD-2041-MONOMER	Yp4003_02544	100.00
gnl|YPES214092|GKDD-2042-MONOMER	Yp4003_02545	100.00
gnl|YPES214092|GKDD-2043-MONOMER	Yp4003_02546	100.00
gnl|YPES214092|GKDD-2044-MONOMER	Yp4003_02547	100.00
gnl|YPES214092|GKDD-2045-MONOMER	Yp4003_02548	100.00
